"id","Y","HMGCS","HMGCR","MK","PMK","DPMVD","DXPS","DXR","CMT","CMK","MECPS","HDS","HDS2","HDR","HDR2","PMK2","IPDDI","IPDDI2","IPDDI1","DMAT","GTT"
"1120974.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"1235814.4","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"1121094.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0"
"411901.7","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"997873.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","0"
"6666666.205258","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"1796613.10","0","0","0","0","0","0","1","1","1","1","1","0","1","0","1","0","0","0","1","0","0"
"1796613.5","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"246787.4","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","1","0","0"
"997874.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"537012.5","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"762984.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"470145.6","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"547042.5","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"679937.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"556260.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"997875.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"997876.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"997877.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"483217.6","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"665953.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"483216.6","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"871325.5","0","0","0","0","0","0","1","1","1","1","1","0","1","0","1","0","0","0","1","0","0"
"1236513.3","0","0","0","0","0","0","1","1","1","1","1","0","1","0","1","0","0","0","1","0","0"
"6666666.205253","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"1077285.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"997888.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"483215.6","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"763034.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"817.58","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"862962.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","1","1","1"
"997880.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"1073388.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"272559.17","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"295405.11","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","1","1","1"
"1121096.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"693979.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"329854.7","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"471870.8","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"6666666.205252","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"1121098.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"1235788.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0"
"997884.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"742727.4","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"28116.7","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","1","0","0"
"665954.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"411476.11","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"997885.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","0"
"997886.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","0"
"6666666.205260","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"702443.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"484018.6","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"1121099.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","0"
"1321819.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"1235813.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"1235809.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0"
"667015.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"997887.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"1121101.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"1236538.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0"
"1236515.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0"
"1163670.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"469585.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"457387.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"469586.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"469587.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"469588.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"469589.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"665938.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"469590.5","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"469592.4","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"457390.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"457391.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"469593.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"457392.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"457393.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"457394.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"457395.6","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"556258.5","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"556259.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"585543.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"585544.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"1078089.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"1637511.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"1236514.3","0","0","0","0","0","0","1","1","1","1","1","0","1","0","1","0","0","0","1","0","0"
"449673.7","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"1073351.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"818.23","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0"
"226186.1","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"1235785.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"411479.10","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"997889.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"997890.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"6666666.205264","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
"1235787.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"1339348.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0"
"821.40","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0"
"435590.9","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"997891.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"6666666.205254","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"702446.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"1235786.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1"
"997892.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","0"
"702447.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"702444.3","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","1","0","0","1","1"
"657309.4","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1"
